_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,url,url/_source,url/_title,url/_text,description
,93,sig-crawler,sig-crawler,93,http://votesmart.org/interest-group/1868/national-journal,National Journal,http://www.nationaljournal.com/,,,http://www.nationaljournal.com/,"Regarded as the most credible objective and authoritative voice in the Beltway National Journal has been Washingtons premier source of nonpartisan insight on politics and policy for more than four decades. A significant re-launch in Fall 2010 enhanced this unparalleled reputation for intelligence and depth with energy currency and speed."
,94,sig-crawler,sig-crawler,94,http://votesmart.org/interest-group/2406/gun-sense,Gun Sense,https://gunsensevoter.org/,,,https://gunsensevoter.org/,"Gun Sense is the simple idea that we can do more to keep our families and communities safe from gun violence. Its the belief that we as Americans dont have to tolerate 31000 deaths from gun violence every year. If you believe that felons and domestic abusers shouldnt have access to guns; if you think guns dont belong in places like churches schools and playgrounds; If you think our elected officials should be as passionate about the safety of our communities as they are about the right to bear arms: You have Gun Sense."
,95,sig-crawler,sig-crawler,95,http://votesmart.org/interest-group/758/international-sleep-products-association,International Sleep Products Association,http://www.sleepproducts.org/,,,http://www.sleepproducts.org/,ISPA was formed in 1915 by 39 bedding manufacturers to accomplish the following key objectives: Encourage uniformity in industry standards and government regulations Elevate the image of the industry and its products Disseminate vital information Fight for members common interests Bring the members of the industry together
,96,sig-crawler,sig-crawler,96,http://votesmart.org/interest-group/1703/national-association-for-addiction-professionals-formerly-national-association-of-alcohol-and-drug-abuse-counselors,National Association for Addiction Professionals (formerly National Association of Alcohol and Drug Abuse Counselors),http://www.naadac.org,,,http://www.naadac.org,NAADAC's Mission is to lead unify and empower addiction focused professionals to achieve excellence through education advocacy knowledge standards of practice ethics professional development and research.
,97,sig-crawler,sig-crawler,97,http://votesmart.org/interest-group/935/common-cause,Common Cause,http://www.commoncause.org/,,,http://www.commoncause.org/,"Common Cause is a nonpartisan nonprofit advocacy organization founded in 1970 by John Gardner as a vehicle for citizens to make their voices heard in the political process and to hold their elected leaders accountable to the public interest. " Common Cause seeks by sustained and focused lobbying campaigns grassroots activities and other efforts: To strengthen public participation and public faith in our institutions of self-government: To ensure that government and the political process serve the general interest rather than special interest: To curb the excessive influence of money on government decisions and elections: To promote fair and honest elections and high ethical standards for government officials: and to protect the civil rights and civil liberties of all Americans."
,98,sig-crawler,sig-crawler,98,http://votesmart.org/interest-group/1120/national-farmers-union,National Farmers Union,http://www.nfu.org/,,,http://www.nfu.org/,National Farmers Union was founded in 1902 in Point Texas to help the family farmer address profitability issues and monopolistic practices. NFU has been working since 1902 to protect and enhance the economic well-being and quality of life for family farmers ranchers and rural communities through advocating grassroots-driven policy positions adopted by its membership.
,99,sig-crawler,sig-crawler,99,http://votesmart.org/interest-group/2199/government-is-not-god-political-action-committee-ging-pac,Government is Not God Political Action Committee (GING-PAC),http://www.gingpac.org,,,http://www.gingpac.org,GING-PAC is a true social conservative political action committee. GING-PAC can do more than educate people about the candidates  much more. GING-PAC can donate money directly to social conservative candidates for their campaigns. GING-PAC can also run independent radio TV and newspaper ads favoring socially conservative candidates and with no financial limitations! GING-PAC stands for Government Is Not God Political Action Committee. The name says it all. We support candidates who believe God is God and the Government should never try to be!
,100,sig-crawler,sig-crawler,100,http://votesmart.org/interest-group/2339/women-under-forty-political-action-committee,Women Under Forty Political Action Committee,http://www.wufpac.org/,,,http://www.wufpac.org/,"WUFPAC is a nonpartisan political action committee that supports women forty years of age and under running for state and federal public office at the time of endorsement. WUFPACs mission is twofold: To help elect more young women to elected office so that young women have an equal voice in shaping public policy. To build the seniority of women in Congress by electing women at a young age. WUFPAC was started in January 1999 by a group of young women representing diverse political and geographic backgrounds gathered together in Washington DC to discuss the role of young women in politics. Recognizing that political capital is built by political tenure and frustrated by the low percentage of women currently holding political office they created WUFPAC to support the efforts of young women running for Congress and statewide offices. WUFPAC was incorporated as a Washington DC non-profit corporation in January 1999 and filed its statement of organization with the Federal Election Commission soon thereafter. The first WUFPAC executive board was assembled in the early months of 1999. WUFPAC has been active in political cycles since 2002."
,101,sig-crawler,sig-crawler,101,http://votesmart.org/interest-group/1974/keep-america-safe,Keep America Safe,http://www.keepamericasafe.com/,,,http://www.keepamericasafe.com/,"The mission of Keep America Safe is to provide information for concerned Americans about critical national security issues. Keep America Safe seeks to influence public policy by encouraging dialogue between American citizens and their elected representatives in order to produce legislation and executive action that enhances the national security of the United States." This organization was dissolved in 2013. Its archives are kept here as a public service. - Project Vote Smart
,102,sig-crawler,sig-crawler,102,http://votesmart.org/interest-group/1347/bakery-confectionery-tobacco-workers-and-grain-millers,Bakery Confectionery Tobacco Workers and Grain Millers,http://www.bctgm.org,,,http://www.bctgm.org,"The Bakery Confectionery Tobacco Workers and Grain Millers (BCTGM) International Union is a modern union with old-fashioned values. We are dedicated to giving workers in our industries a voice and a vote in their workplace. We believe that all workers should be treated with Dignity Justice and Respect on the job."
,103,sig-crawler,sig-crawler,103,http://votesmart.org/interest-group/1918/cnet-news,CNET News,http://news.cnet.com/,,,http://news.cnet.com/,"CNET shows you the exciting possibilities of how technology can enhance and enrich your life. We provide you with information tools and advice that help you decide what to buy and how to get the most out of your tech."
,104,sig-crawler,sig-crawler,104,http://votesmart.org/interest-group/1497/american-family-association,American Family Association,http://www.afa.net,,,http://www.afa.net,"The mission of the American Family Association is to inform equip and activate individuals to strengthen the moral foundations of American culture and give aid to the church here and abroad in its task of fulfilling the Great Commission. "
,105,sig-crawler,sig-crawler,105,http://votesmart.org/interest-group/933/national-federation-of-independent-business,National Federation of Independent Business,http://www.nfib.com,,,http://www.nfib.com,NFIBs mission is to promote and protect your right to own operate and grow your business.
,106,sig-crawler,sig-crawler,106,http://votesmart.org/interest-group/1059/league-of-united-latin-american-citizens,League of United Latin American Citizens,http://www.lulac.org/,,,http://www.lulac.org/,"The Mission of the League of United Latin American Citizens is to advance the economic condition educational attainment political influence health and civil rights of the Hispanic population of the United States."
,107,sig-crawler,sig-crawler,107,http://votesmart.org/interest-group/544/united-states-border-control,United States Border Control,http://www.usbc.org,,,http://www.usbc.org,"U.S. Border Control is a non-profit tax-exempt citizens lobby headquartered in Washington D.C. Border Control is dedicated to ending illegal immigration by securing our nation's borders and reforming our border and immigration policies. Our organization receives no financial support from any branch of government. All our support comes from concerned citizens who appreciate the work we are doing and wish to see it continue."
,108,sig-crawler,sig-crawler,108,http://votesmart.org/interest-group/1074/international-brotherhood-of-electrical-workers,International Brotherhood of Electrical Workers,http://www.ibew.org,,,http://www.ibew.org,The International Brotherhood of Electrical Workers (IBEW) represents approximately 750000 active members and retirees who work in a wide variety of fields including utilities construction telecommunications broadcasting manufacturing railroads and government. The IBEW has members in both the United States and Canada and stands out among the American unions in the AFL-CIO because it is among the largest and has members in so many skilled occupations.
,109,sig-crawler,sig-crawler,109,http://votesmart.org/interest-group/1919/can-do-conservatives,Can Do Conservatives,,,,,This organization was dissolved. Its archives are kept here as a public service. "The Can-Do Conservatives of America is the nations first Conservative political organization representing Americans with disabilities. We are dedicated to giving Americans with disabilities a voice in the Conservative movement advocating for policies that will put an end to the vicious cycle of government dependence and supporting Conservative candidates that support these policies and will fight to carry them out."
,110,sig-crawler,sig-crawler,110,http://votesmart.org/interest-group/2181/move-to-amend,Move to Amend,https://movetoamend.org/,,,https://movetoamend.org/,On January 21 2010 with its ruling in Citizens United v. Federal Election Commission the Supreme Court ruled that corporations are persons entitled by the U.S. Constitution to buy elections and run our government. Human beings are people; corporations are legal fictions. We the People of the United States of America reject the U.S. Supreme Court's ruling in Citizens United and other related cases and move to amend our Constitution to firmly establish that money is not speech and that human beings not corporations are persons entitled to constitutional rights.
,111,sig-crawler,sig-crawler,111,http://votesmart.org/interest-group/1705/national-council-of-agricultural-employers,National Council of Agricultural Employers,http://www.ncaeonline.org,,,http://www.ncaeonline.org,"NCAE is the ONLY national association focusing exclusively on farm labor issues from the farm management viewpoint. Formed as a non-profit organization in 1964 NCAE represents your interests before Congress on critical farm labor issues and works closely with the Immigration and Naturalization Service the Departments of Labor and Agriculture the Occupational Safety and Health Administration and the Environmental Protection Agency."
,112,sig-crawler,sig-crawler,112,http://votesmart.org/interest-group/2243/voices-of-conservative-women,Voices of Conservative Women,http://voicesofconservativewomen.org/,,,http://voicesofconservativewomen.org/,"VOICES of Conservative Women was formed in late 2009 as a nonpartisan State Political Action Committee (VOICESPAC) in Minnesota. Our focus is on promoting fiscal responsibility limited government and free-market principles. The goal was to not only give direct financial support to candidates but raise money from our supporters to promote our core values: fiscal responsibility limited government and free market principles. In addition to donating funds to candidates VOICESPAC would aggressively campaign to elect our endorsed candidate through independent expenditures especially in competitive races at all levels of government."
,113,sig-crawler,sig-crawler,113,http://votesmart.org/interest-group/1922/american-hospital-association,American Hospital Association,http://www.aha.org/aha_app/index.jsp,,,http://www.aha.org/aha_app/index.jsp,To advance the health of individuals and communities. The AHA leads represents and serves hospitals health systems and other related organizations that are accountable to the community and committed to health improvement.
,114,sig-crawler,sig-crawler,114,http://votesmart.org/interest-group/1855/the-public-affairs-alliance-of-iranian-americans,The Public Affairs Alliance of Iranian Americans,http://www.paaia.org/,,,http://www.paaia.org/,The Public Affairs Alliance of Iranian Americans PAAIA Inc. is a nonprofit nonpartisan nonreligious 501(c)(4) membership organization that serves the domestic interests of Iranian Americans and represents the community before U.S. policymakers and the American public at large. PAAIA works to foster greater understanding of our community and its cultural heritage and to expand opportunities for the active participation of Iranian Americans in the democratic process at all levels of government.
,115,sig-crawler,sig-crawler,115,http://votesmart.org/interest-group/1966/liberty-central,Liberty Central,http://www.libertycentral.org/,,,http://www.libertycentral.org/,"Liberty Central is a non-partisan 501(c)(4) nonprofit organization located near Washington D.C. staffed and managed by seasoned patriotic activists who have enjoyed a huge track-record of success. We owe no party our allegiance and recognize the value of working within a two-party system."
,116,sig-crawler,sig-crawler,116,http://votesmart.org/interest-group/1757/teachers-of-english-to-speakers-of-other-languages-tesol,Teachers of English to Speakers of Other Languages (TESOL),http://www.tesol.org,,,http://www.tesol.org,TESOL International Associations mission is to advance professional expertise in English language teaching and learning for speakers of other languages worldwide.
,117,sig-crawler,sig-crawler,117,http://votesmart.org/interest-group/1012/league-of-conservation-voters,League of Conservation Voters,http://www.lcv.org/,,,http://www.lcv.org/,"The League of Conservation Voters (LCV) is a national non-profit organization that works to turn environmental values into national priorities. To secure the environmental future of our planet LCV advocates for sound environmental policies elects pro-environment candidates who will adopt and implement such policies provides the state LCVs with the resources and tools to accomplish and sustain their mission. * Through our National Environmental Scorecard and Presidential Report Card we inform the public about the most important environmental legislation of the past Congressional session and show them how their own and other representatives voted. * We run tough and effective campaigns to defeat anti-environment candidates and support those leaders who stand up for a clean healthy future for America. * We educate the public build coalitions promote grassroots power and train the next generation of environmental leaders as part of our grassroots efforts."
,118,sig-crawler,sig-crawler,118,http://votesmart.org/interest-group/527/american-bar-association,American Bar Association,http://www.americanbar.org/aba.html,,,http://www.americanbar.org/aba.html,"The American Bar Association is one of the worlds largest voluntary professional organizations with nearly 400000 members and more than 3500 entities. It is committed to doing what only a national association of attorneys can do: serving our members improving the legal profession eliminating bias and enhancing diversity and advancing the rule of law throughout the United States and around the world."
,119,sig-crawler,sig-crawler,119,http://votesmart.org/interest-group/2056/united-farm-workers-of-america,United Farm Workers of America,http://www.ufw.org/,,,http://www.ufw.org/,"Founded in 1962 by Cesar Chavez the United Farm Workers of America is the nation's first successful and largest farm workers union currently active in 10 states. The UFW continues to organize in major agricultural industries across the nation. [...] The UFW is also pushing its historic bipartisan and broadly backed AgJobs immigration reform bill."
,120,sig-crawler,sig-crawler,120,http://votesmart.org/interest-group/1714/academy-of-general-dentistry,Academy of General Dentistry,http://www.agd.org,,,http://www.agd.org,"The mission of the AGD is to serve the needs and represent the interests of general dentists to promote the oral health of the public and to foster continued proficiency of general dentists through quality continuing dental education in order to better serve the public."
,121,sig-crawler,sig-crawler,121,http://votesmart.org/interest-group/1715/iranian-american-political-action-committee,Iranian American Political Action Committee,http://www.iranianamericanpac.org,,,http://www.iranianamericanpac.org,"The mission of the Iranian American Political Action Committee is: *To support and promote the election of candidates for federal state and local office regardless of party affiliation who are attuned to the domestic needs and issues of the Iranian American community *To support and promote Iranian American candidates for public office *To support and advance legislation as it affects the concerns of the Iranian American community *To encourage Iranian Americans to actively participate in the American electoral process."
,122,sig-crawler,sig-crawler,122,http://votesmart.org/interest-group/1359/campaign-for-americas-future,Campaign for America's Future,http://www.ourfuture.org/,,,http://www.ourfuture.org/,"The Campaign for Americas Future is the strategy center for the progressive movement. Our goal is to forge the enduring progressive majority needed to realize the America of shared prosperity and equal opportunity that our country was meant to be."
,123,sig-crawler,sig-crawler,123,http://votesmart.org/interest-group/1086/campaign-for-working-families,Campaign for Working Families,http://www.cwfpac.com/,,,http://www.cwfpac.com/,"CWF has used its resources to raise public awareness of partial-birth abortion through extensive media campaigns and distributed two million pieces of literature through our voter education program."
,124,sig-crawler,sig-crawler,124,http://votesmart.org/interest-group/657/sierra-club,Sierra Club,http://www.sierraclub.org,,,http://www.sierraclub.org,"The purposes of the Sierra Club are to explore enjoy and protect the wild places of the earth; to practice and promote the responsible use of the earth's ecosystems and resources; to educate and enlist humanity to protect and restore the quality of the natural and human environment; and to use all lawful means to carry out these objectives."
,125,sig-crawler,sig-crawler,125,http://votesmart.org/interest-group/2401/stand-against-spying,Stand Against Spying,https://standagainstspying.org/,,,https://standagainstspying.org/,"We believe that democracy and freedom thrive when Constitutional values and human rights are upheld. We believe all people regardless of nationality have a basic right to privacy and freedom of association. While governments can and do engage in surveillance of specific targets technological advances have enabled the mass surveillance of everyone using communications technology. But just because it is technically possible does not mean it should be done. Strong laws and policies must put clear limits on the NSAs surveillance powers to bring it into alignment with both the US Constitution and international law."
,126,sig-crawler,sig-crawler,126,http://votesmart.org/interest-group/1534/school-nutrition-association,School Nutrition Association,http://www.schoolnutrition.org,,,http://www.schoolnutrition.org,"The School Nutrition Association (formerly American School Food Service Association) is a national nonprofit professional organization representing more than 55000 members who provide high-quality low-cost meals to students across the country." The mission of the School Nutrition Association is "To advance good nutrition for all children."
,127,sig-crawler,sig-crawler,127,http://votesmart.org/interest-group/367/leading-age,Leading Age,http://www.leadingage.org,,,http://www.leadingage.org,Formerly the American Association of Homes and Services for the Aging (AAHSA). "LeadingAge is an association of 5400 not-for-profit organizations dedicated to expanding the world of possibilities for aging. We advance policies promote practices and conduct research that supports enables and empowers people to live fully as they age."
,128,sig-crawler,sig-crawler,128,http://votesmart.org/interest-group/599/national-organization-for-the-reform-of-marijuana-laws,National Organization for the Reform of Marijuana Laws,http://www.norml.org,,,http://www.norml.org,"National Organization for the Reform of Marijuana Law's mission is to move public opinion sufficiently to achieve the repeal of marijuana prohibition so that the responsible use of cannabis by adults is no longer subject to penalty." The following ratings are based on point system designed by the organization. Points were assigned for actions either in support of or in opposition to the organization's position.
,129,sig-crawler,sig-crawler,129,http://votesmart.org/interest-group/914/maryland-business-for-responsive-government,Maryland Business for Responsive Government,http://www.mbrg.org,,,http://www.mbrg.org,"Maryland Business for Responsive Government (MBRG) is a statewide nonpartisan political research and education organization that works to improve Maryland's business climate."
,130,sig-crawler,sig-crawler,130,http://votesmart.org/interest-group/2231/frc-action,FRC Action,http://www.frcactionpac.org/,,,http://www.frcactionpac.org/,"FRC Action PAC is an account funded solely by FRC Action members that will be strategically used to support pro-family candidates and pro-family issues in elections and ballot initiatives around the country."
,131,sig-crawler,sig-crawler,131,http://votesmart.org/interest-group/1378/american-civil-liberties-union,American Civil Liberties Union,http://www.aclu.org,,,http://www.aclu.org,"The ACLU is our nation's guardian of liberty working daily in courts legislatures and communities to defend and preserve the individual rights and liberties that the Constitution and laws of the United States guarantee everyone in this country. The ACLU's mission is to conserve America's original civic values: the Constitution and the Bill of Rights."
,132,sig-crawler,sig-crawler,132,http://votesmart.org/interest-group/40/workplace-fairness,Workplace Fairness,http://www.workplacefairness.org,,,http://www.workplacefairness.org,Workplace Fairness believes that fair treatment of workers is sound public policy and good business practice and that free access to comprehensive unbiased information about workers' rights - without legal jargon - is an essential ingredient in any fair workplace.
,133,sig-crawler,sig-crawler,133,http://votesmart.org/interest-group/908/vietnam-veterans-of-america,Vietnam Veterans of America,http://www.vva.org,,,http://www.vva.org,"Founded in 1978 Vietnam Veterans of America is the only national Vietnam veterans organization congressionally chartered and exclusively dedicated to Vietnam-era veterans and their families. VVA's goals are to promote and support the full range of issues important to Vietnam veterans to create a new identity for this generation of veterans and to change public perception of Vietnam veterans."
,134,sig-crawler,sig-crawler,134,http://votesmart.org/interest-group/1380/aids-united,AIDS United,http://www.aidsunited.org/,,,http://www.aidsunited.org/,"The mission of AIDS United is to end the AIDS epidemic in the United States through national regional and local policy/advocacy strategic grantmaking and organizational capacity building. With partners throughout the country AIDS United works to ensure that people living with and affected by HIV/AIDS have access to the prevention and care services they need and deserve."
,135,sig-crawler,sig-crawler,135,http://votesmart.org/interest-group/80/secular-coalition-for-america,Secular Coalition for America,http://www.secular.org,,,http://www.secular.org,"The mission of the Secular Coalition for America is to increase the visibility and respectability of nontheistic viewpoints in the United States and to protect and strengthen the secular character of our government as the best guarantee of freedom for all."
,136,sig-crawler,sig-crawler,136,http://votesmart.org/interest-group/1837/progressive-democrats-of-america,Progressive Democrats of America,http://www.pdamerica.org,,,http://www.pdamerica.org,"We seek to build a party and government controlled by citizens not corporate elites-with policies that serve the broad public interest not just private interests. As a grassroots PAC operating inside the Democratic Party and outside in movements for peace and justice PDA played a key role in the stunning electoral victories of November 2006 and 2008. Our inside/outside strategy is guided by the belief that a lasting majority will require a revitalized Democratic Party built on firm progressive principles. For over two decades the party declined as its leadership listened more to the voices of corporations than those of Americans. PDA strives to rebuild the Democratic Party from the bottom up-from every congressional district to statewide party structures to the corridors of power in Washington where we work arm in arm with the Congressional Progressive Caucus."
,137,sig-crawler,sig-crawler,137,http://votesmart.org/interest-group/2403/venn-institute,Venn Institute,https://www.venninstitute.org/,,,https://www.venninstitute.org/,"All activities of the Venn Institute will be centered on advancing religious freedom for all. A nonpartisan not-for-profit organization the Venn Institute seeks to educate the global church about the importance of religious freedom for all generate new ideas to address the rising tide of violations and advocate for change with policymakers. Within its work Venn also serves as a bridge between religious groups and the foreign policy establishment translating information about abuses into policy recommendations working in interfaith coalitions as well as equipping advocates in the field for action. Venns interlocking and strategic emphasis on education ideas and advocacy will build synergistic momentum for concrete results."
,138,sig-crawler,sig-crawler,138,http://votesmart.org/interest-group/1812/depression-and-bipolar-support-alliance,Depression and Bipolar Support Alliance,http://www.dbsalliance.org/,,,http://www.dbsalliance.org/,"The mission of the Depression and Bipolar Support Alliance (DBSA) is to provide hope help and support to improve the lives of people living with depression or bipolar disorder. DBSA pursues and accomplishes this mission through peer-based recovery-oriented empowering services and resources when people want them where they want them and how they want them."
,139,sig-crawler,sig-crawler,139,http://votesmart.org/interest-group/1189/emilys-list,Emily's List,http://www.emilyslist.org/,,,http://www.emilyslist.org/,"The mission is simple really: EMILY's List is dedicated to electing pro-choice Democratic women to office. The method is a little more complicated but not much. Basically it works like this: * EMILY's List looks for viable political opportunities and recruits strong pro-choice Democratic women candidates to run. * We tell our community of members about these women and ask them to give directly to the campaigns of candidates for House Senate and governor. * We provide extensive training for candidates and staff so they can make the most of limited resources and win the toughest races. * We conduct in-depth ongoing research into the minds and moods of women voters a critical bloc for Democrats whose votes are key to electing more women. * Finally our WOMEN VOTE! project reaches out to women voters in the days and weeks before Election Day with persuasive messages that motivate them to go to the polls and cast their ballots for progressive Democrats -- because if there's one thing we've learned it's When Women Vote Women Win! We are continually making investments to help women develop political skills and cultivate resources so that we can bring more women into politics and elected office. Only then can we build a lasting progressive majority dedicated to social justice civil rights diversity economic reform and compassion -- and construct a society that values the contributions of all of its citizens. Working together we can make a difference -- and change the face of American politics."
,140,sig-crawler,sig-crawler,140,http://votesmart.org/interest-group/2344/americas-voice,America's Voice,http://americasvoice.org/,,,http://americasvoice.org/,"The mission of Americas Voice (AV) and Americas Voice Education Fund (AVEF) is to harness the power of American voices and American values to enact policy change that guarantees full labor civil and political rights for immigrants and their families. We work in partnership with progressive faith-based labor civil rights and grassroots groups networks and leaders to enact federal legislation that puts 11 million Americans-in-waiting on the road to full citizenship."
,141,sig-crawler,sig-crawler,141,http://votesmart.org/interest-group/230/national-electrical-contractors-association,National Electrical Contractors Association,http://www.necanet.org,,,http://www.necanet.org,NECA is the voice of the $130 billion electrical construction industry that brings power light and communication technology to buildings and communities across the U.S.
,142,sig-crawler,sig-crawler,142,http://votesmart.org/interest-group/1781/sargent-shriver-national-center-on-poverty-law,Sargent Shriver National Center on Poverty Law,http://www.povertylaw.org/,,,http://www.povertylaw.org/,"Access to justice and equal opportunity under the law are fundamental American values. We ensure that laws and policies provide people with low-income access to adequate health care decent housing a safety net and opportunities to achieve their full potential. We advocate positive policy and systems changes on a range of issues including asset building budget and taxes community justice economic justice health care housing and challenges facing women and girls. Most importantly we ensure that the voices of maginalized people are heard."
,143,sig-crawler,sig-crawler,143,http://votesmart.org/interest-group/1627/the-john-birch-society,The John Birch Society,http://www.jbs.org,,,http://www.jbs.org,The John Birch Society's mission is to bring about less government more responsibility and - with God's help - a better world by providing leadership education and organized volunteer action in accordance with moral and Constitutional principles.
,144,sig-crawler,sig-crawler,144,http://votesmart.org/interest-group/902/christian-action-network,Christian Action Network,http://www.christianaction.org/,,,http://www.christianaction.org/,"Christian Action Network (CAN) was founded in 1990 by Martin Mawyer. Based in Lynchburg Virginia the group is a public advocacy and education organization based on biblical principles values traditions and American ideals. Its primary goals are to protect Americas religious and moral heritage through educational efforts. CAN accomplishes its education work through direct-mail campaigns aimed at impacting public policy along with public speaking engagements documentary films radio and TV interviews books and alliances with other organizations to impact change."
,145,sig-crawler,sig-crawler,145,http://votesmart.org/interest-group/138/national-association-of-government-contractors,National Association of Government Contractors,http://www.governmentcontractors.org/,,,http://www.governmentcontractors.org/,"The National Association of Government Contractors is an advocate for policies that benefit America's business community in the government procurement process. NAGC provides programs and events that increase business opportunities for member companies."
,146,sig-crawler,sig-crawler,146,http://votesmart.org/interest-group/1144/childrens-defense-fund,Children's Defense Fund,http://www.childrensdefense.org,,,http://www.childrensdefense.org,"The Children's Defense Fund (CDF) is a non-profit child advocacy organization that has worked relentlessly for 40 years to ensure a level playing field for all children. We champion policies and programs that lift children out of poverty; protect them from abuse and neglect; and ensure their access to health care quality education and a moral and spiritual foundation. Supported by foundation and corporate grants and individual donations CDF advocates nationwide on behalf of children to ensure children are always a priority."
,147,sig-crawler,sig-crawler,147,http://votesmart.org/interest-group/1671/traditional-values-coalition,Traditional Values Coalition,http://www.traditionalvalues.org,,,http://www.traditionalvalues.org,"Traditional Values Coalition is the largest non-denominational grassroots church lobby in America. Founded in 1980 by Rev. Louis P. Sheldon Chairman TVC has sought to empower people of faith through knowledge."
,148,sig-crawler,sig-crawler,148,http://votesmart.org/interest-group/1254/american-federation-of-state-county-municipal-employees-afscme,American Federation of State County & Municipal Employees (AFSCME),http://www.afscme.org,,,http://www.afscme.org,AFSCME is the nations largest and fastest growing public services employees union with more than 1.6 million working and retired members. AFSCMEs members provide the vital services that make America happen. We are nurses corrections officers child care providers EMTs sanitation workers and more. With members in hundreds of different occupations AFSCME advocates for fairness in the workplace excellence in public services and prosperity and opportunity for all working families.
,149,sig-crawler,sig-crawler,149,http://votesmart.org/interest-group/1161/american-federation-of-labor-and-congress-of-industrial-organizations-afl-cio,American Federation of Labor and Congress of Industrial Organizations (AFL-CIO),http://www.aflcio.org,,,http://www.aflcio.org,"The American Federation of Labor and Congress of Industrial Organizations is an expression of the hopes and aspirations of the working people of America. We resolve to fulfill the yearning of the human spirit for liberty justice and community; to advance individual and associational freedom; to vanquish ­oppression privation and cruelty in all their forms; and to join with all persons of whatever nationality or faith who cherish the cause of democracy and the call of solidarity to grace the planet with these achievements. We dedicate ourselves to improving the lives of working families bringing fairness and dignity to the workplace and securing social equity in the Nation."
,150,sig-crawler,sig-crawler,150,http://votesmart.org/interest-group/1938/clean-water-action,Clean Water Action,http://www.cleanwateraction.org/,,,http://www.cleanwateraction.org/,"Clean Water Action is a one million member organization of diverse people and groups joined together to protect our environment health economic well-being and community quality of life. Our goals include clean safe and affordable water; prevention of health threatening pollution; creation of environmentally safe jobs and businesses; and empowerment of people to make democracy work. Clean Water Action organizes strong grassroots groups and coalitions and campaigns to elect environmental candidates and solve environmental and community problems."
,151,sig-crawler,sig-crawler,151,http://votesmart.org/interest-group/1148/non-commissioned-officers-association,Non Commissioned Officers Association,http://www.ncoausa.org,,,http://www.ncoausa.org,"Non Commissioned Officers Association is a federally chartered non-profit organization founded in 1960. NCOA's purpose is to work for the benefit of noncommissioned and petty officers and their families. Our membership consists of enlisted service members - active duty veterans and retirees - from all five branches of the U.S. Armed Forces including the National Guard and Reserve."
,152,sig-crawler,sig-crawler,152,http://votesmart.org/interest-group/755/united-states-chamber-of-commerce,United States Chamber of Commerce,http://www.uschamber.com,,,http://www.uschamber.com,"The U.S. Chamber of Commerce is the world's largest business federation representing more than 3 million businesses of all sizes sectors and regions. It includes hundreds of associations thousands of local chambers and 111 American Chambers of Commerce in 99 countries. Whether you own a business represent one lead a corporate office or manage an association the Chamber of Commerce of the United States of America® provides you with a voice of experience and influence in Washington D.C. and around the globe. Our core mission is to fight for business and free enterprise before Congress the White House regulatory agencies the courts the court of public opinion and governments around the world."
,153,sig-crawler,sig-crawler,153,http://votesmart.org/interest-group/1117/american-academy-of-emergency-medicine,American Academy of Emergency Medicine,http://www.aaem.org/,,,http://www.aaem.org/,"The American Academy of Emergency Medicine (AAEM) is the specialty society of emergency medicine. AAEM is a democratic organization committed to the following principles: Every individual should have unencumbered access to quality emergency care provided by a specialist in emergency medicine. The practice of emergency medicine is best conducted by a specialist in emergency medicine. A specialist in emergency medicine is a physician who has achieved through personal dedication and sacrifice certification by either the American Board of Emergency Medicine (ABEM) or the American Osteopathic Board of Emergency Medicine (AOBEM). The personal and professional welfare of the individual specialist in emergency medicine is a primary concern to the AAEM. The Academy supports fair and equitable practice environments necessary to allow the specialist in emergency medicine to deliver the highest quality of patient care. Such an environment includes provisions for due process and the absence of restrictive covenants. The Academy supports residency programs and graduate medical education which are essential to the continued enrichment of emergency medicine and to ensure a high quality of care for the patient. The Academy is committed to providing affordable high quality continuing medical education in emergency medicine for its members. The Academy supports the establishment and recognition of emergency medicine internationally as an independent specialty and is committed to its role in the advancement of emergency medicine worldwide."
,154,sig-crawler,sig-crawler,154,http://votesmart.org/interest-group/463/united-food-commercial-workers,United Food & Commercial Workers,http://www.ufcw.org,,,http://www.ufcw.org,Our union is founded on workers empowering workers to unite and find their voice. We are made up of more than 1.3 million people working primarily in grocery and retail stores and in the food processing and meat packing industries. Together we are proud to put the food on Americas tables.
,155,sig-crawler,sig-crawler,155,http://votesmart.org/interest-group/2028/alzheimers-impact-movement,Alzheimer's Impact Movement,http://www.alzimpact.org,,,http://www.alzimpact.org,"AIM is nonpartisan nonprofit advocacy organization working in strategic partnership with the Alzheimers Association to make Alzheimer's disease a national priority. With your help AIM is contributing to this vision by insisting our political system squarely and unflinchingly confronts the Alzheimers crisis. Alzheimers is upon us and is quickly growing much worse with the aging of the Baby Boom generation. It is only with a commitment from the federal government and the engagement of all stakeholders that we will end Alzheimers disease. To create a world without Alzheimers AIM is advocating for policies to overcome Alzheimers disease including increased investment in research improved care and support and development of approaches to reduce the risk of developing dementia."
,156,sig-crawler,sig-crawler,156,http://votesmart.org/interest-group/1500/american-medical-association,American Medical Association,http://ama-assn.org,,,http://ama-assn.org,"The American Medical Association helps doctors help patients by uniting physicians nationwide to work on the most important professional and public health issues."
